PurchaseOrderID;ProductID;VendorID;ShipMethodID;UnitPrice;OrderQty;Total
1888;941;1628;5;62.9895;550;34644.225
1889;320;1604;4;45.3705;3;136.1115
1889;321;1604;4;40.488;3;121.464
1889;322;1604;4;26.3655;60;1581.93
1890;504;1690;5;48.762;3;146.286
1891;497;1566;5;34.188;3;102.564
1892;323;1698;5;50.2635;3;150.7905
1893;523;1560;5;10.731;550;5902.05
1893;524;1560;5;14.1225;550;7767.375
1894;492;1692;5;50.2635;60;3015.81
1894;493;1692;5;57.1515;60;3429.09
1895;908;1696;2;21.0945;550;11601.975
1895;909;1696;2;30.4395;550;16741.725
1895;910;1696;2;40.9395;550;22516.725
1895;911;1696;2;21.0945;550;11601.975
1895;912;1696;2;30.4395;550;16741.725
1895;913;1696;2;40.9395;550;22516.725
1895;914;1696;2;21.0945;550;11601.975
1895;915;1696;2;30.4395;550;16741.725
1895;916;1696;2;40.9395;550;22516.725
1896;506;1504;1;9.198;60;551.88
1897;351;1544;1;5.775;550;3176.25
1897;352;1544;1;1.155;550;635.25
1897;679;1544;1;5.775;550;3176.25
1898;507;1530;2;23.394;550;12866.7
1898;508;1530;2;27.6465;550;15205.575
1899;355;1508;1;1.365;550;750.75
1899;940;1508;1;62.9895;550;34644.225
1899;535;1508;1;3.486;550;1917.3
1900;351;1694;1;6.195;550;3407.25
1900;352;1694;1;1.47;550;808.5
1900;679;1694;1;6.195;550;3407.25
1901;507;1624;2;22.1655;550;12191.025
1901;508;1624;2;29.2845;550;16106.475
1902;491;1548;2;19.9815;3;59.9445
1903;343;1598;4;43.344;3;130.032
1903;344;1598;4;39.0705;3;117.2115
1903;345;1598;4;36.9705;3;110.9115
1904;935;1658;5;31.4895;550;17319.225
1904;936;1658;5;48.2895;550;26559.225
1905;385;1536;4;41.1705;3;123.5115
1905;386;1536;4;45.444;3;136.332
1905;387;1536;4;41.1705;3;123.5115
1905;388;1536;4;39.0705;3;117.2115
1905;389;1536;4;43.344;3;130.032
1905;390;1536;4;39.0705;3;117.2115
1905;391;1536;4;36.9705;3;110.9115
1905;392;1536;4;41.244;3;123.732
1905;393;1536;4;36.9705;3;110.9115
1905;394;1536;4;43.218;3;129.654
1905;395;1536;4;47.4915;3;142.4745
1905;396;1536;4;43.2705;3;129.8115
1905;397;1536;4;47.544;3;142.632
1906;476;1568;2;15.8865;550;8737.575
1906;477;1568;2;11.6655;550;6416.025
1906;478;1568;2;11.088;550;6098.4
1906;479;1568;2;15.8865;550;8737.575
1907;402;1648;5;47.4705;3;142.4115
1908;510;1646;2;23.079;550;12693.45
1908;511;1646;2;29.274;550;16100.7
1908;512;1646;2;34.9755;550;19236.525
1909;406;1672;4;43.2705;3;129.8115
1909;407;1672;4;47.544;3;142.632
1909;408;1672;4;43.2705;3;129.8115
1909;409;1672;4;41.1705;3;123.5115
1909;914;1672;4;21.0945;550;11601.975
1910;525;1600;1;2.3205;550;1276.275
1911;526;1522;1;3.6435;550;2003.925
1912;908;1570;2;21.0945;550;11601.975
1912;909;1570;2;30.4395;550;16741.725
1913;356;1516;1;3.6015;60;216.09
1913;357;1516;1;3.9795;60;238.77
1914;935;1506;5;31.4895;550;17319.225
1914;936;1506;5;48.2895;550;26559.225
1915;524;1626;2;12.9675;550;7132.125
1916;911;1542;2;21.0945;550;11601.975
1916;912;1542;2;30.4395;550;16741.725
1917;910;1610;4;40.9395;550;22516.725
1918;937;1638;5;62.9895;550;34644.225
1919;463;1582;5;47.523;3;142.569
1919;464;1582;5;45.423;3;136.269
1919;465;1582;5;49.6965;3;149.0895
1919;466;1582;5;45.423;3;136.269
1919;467;1582;5;43.323;3;129.969
1920;462;1510;5;47.6805;3;143.0415
1921;510;1526;2;23.4045;550;12872.475
1921;511;1526;2;27.867;550;15326.85
1922;527;1644;1;6.7515;550;3713.325
1923;509;1680;4;36.2775;550;19952.625
1924;492;1584;5;50.7465;60;3044.79
1924;493;1584;5;58.2645;60;3495.87
1925;523;1620;5;10.3845;550;5711.475
1926;433;1666;4;43.554;3;130.662
1926;434;1666;4;39.2805;3;117.8415
1926;435;1666;4;37.1805;3;111.5415
1926;436;1666;4;41.454;3;124.362
1927;490;1592;2;12.7155;3;38.1465
1927;491;1592;2;19.9395;3;59.8185
1928;528;1618;4;38.157;3;114.471
1929;505;1612;4;44.2155;3;132.6465
1930;938;1586;5;31.4895;550;17319.225
1930;939;1586;5;48.2895;550;26559.225
1931;358;1500;1;6.9825;60;418.95
1932;380;1656;4;41.1705;3;123.5115
1932;381;1656;4;39.0705;3;117.2115
1933;356;1572;1;3.381;60;202.86
1933;357;1572;1;4.3155;60;258.93
1934;375;1562;4;43.2705;3;129.8115
1934;376;1562;4;41.1705;3;123.5115
1935;490;1662;2;12.3585;3;37.0755
1936;513;1682;4;39.1965;550;21558.075
1937;408;1686;4;36.9705;3;110.9115
1937;409;1686;4;41.244;3;123.732
1937;410;1686;4;36.9705;3;110.9115
1937;411;1686;4;34.8705;3;104.6115
1937;412;1686;4;39.144;3;117.432
1937;413;1686;4;47.5755;3;142.7265
1938;931;1684;5;34.8705;550;19178.775
1938;932;1684;5;39.7635;550;21869.925
1938;933;1684;5;43.9845;550;24191.475
1938;934;1684;5;38.1465;550;20980.575
1939;436;1534;4;41.454;3;124.362
1939;437;1534;4;37.1805;3;111.5415
1940;341;1614;5;47.5755;3;142.7265
1940;342;1614;5;45.4755;3;136.4265
1940;343;1614;5;49.749;3;149.247
1941;931;1588;5;34.3455;550;18890.025
1941;932;1588;5;39.2385;550;21581.175
1942;346;1622;5;47.544;3;142.632
1942;347;1622;5;43.2705;3;129.8115
1943;930;1632;4;43.0395;550;23671.725
1944;332;1608;5;10.815;550;5948.25
1945;948;1576;5;82.8345;550;45558.975
1945;907;1576;5;82.8345;550;45558.975
1946;325;1590;1;0.21;1250;262.5
1946;326;1590;1;0.21;1250;262.5
1947;320;1514;5;49.644;3;148.932
1947;321;1514;5;44.3205;3;132.9615
1947;322;1514;5;28.6965;60;1721.79
1948;930;1498;4;42.5145;550;23382.975
1948;921;1498;4;5.586;550;3072.3
1949;952;1674;2;15.7395;60;944.37
1950;933;1652;4;43.4595;550;23902.725
1950;934;1652;4;37.6215;550;20691.825
1950;922;1652;4;6.531;550;3592.05
1951;319;1578;5;48.5835;550;26720.925
1952;928;1538;5;32.2455;550;17735.025
1952;929;1538;5;36.561;550;20108.55
1953;319;1556;4;46.4205;550;25531.275
1954;359;1554;5;47.523;3;142.569
1954;360;1554;5;45.423;3;136.269
1955;2;1688;4;41.916;3;125.748
1956;1;1580;5;50.2635;3;150.7905
1957;364;1496;5;47.754;3;143.262
1957;365;1496;5;43.4805;3;130.4415
1957;366;1496;5;41.3805;3;124.1415
1957;367;1496;5;45.654;3;136.962
1957;368;1496;5;41.3805;3;124.1415
1957;369;1496;5;39.2805;3;117.8415
1958;530;1494;2;16.086;550;8847.3
1959;4;1650;5;57.0255;3;171.0765
1960;512;1654;4;37.086;550;20397.3
1961;513;1664;3;26.5965;550;14628.075
1962;317;1678;3;27.0585;550;14882.175
1962;318;1678;3;33.579;550;18468.45
1963;405;1616;5;49.644;3;148.932
1963;406;1616;5;45.3705;3;136.1115
1963;407;1616;5;43.2705;3;129.8115
1964;422;1492;5;47.523;3;142.569
1964;423;1492;5;45.423;3;136.269
1965;320;1602;5;47.4705;3;142.4115
1965;321;1602;5;42.798;3;128.394
1965;322;1602;5;25.4205;60;1525.23
1966;444;1540;4;37.023;3;111.069
1966;445;1540;4;41.2965;3;123.8895
1966;446;1540;4;37.023;3;111.069
1966;447;1540;4;47.6805;3;143.0415
1967;941;1628;5;62.9895;550;34644.225
1968;320;1604;4;45.3705;3;136.1115
1968;321;1604;4;40.488;3;121.464
1968;322;1604;4;26.3655;60;1581.93
1969;504;1690;5;48.762;3;146.286
1970;497;1566;5;34.188;3;102.564
1971;323;1698;5;50.2635;3;150.7905
1972;523;1560;5;10.731;550;5902.05
1972;524;1560;5;14.1225;550;7767.375
1973;494;1692;5;53.2035;60;3192.21
1973;495;1692;5;63.693;60;3821.58
1973;496;1692;5;48.909;60;2934.54
1974;908;1696;2;21.0945;550;11601.975
1974;909;1696;2;30.4395;550;16741.725
1975;506;1504;1;9.198;60;551.88
1976;351;1544;1;5.775;550;3176.25
1976;352;1544;1;1.155;550;635.25
1976;679;1544;1;5.775;550;3176.25
1977;507;1530;2;23.394;550;12866.7
1977;508;1530;2;27.6465;550;15205.575
1978;355;1508;1;1.365;550;750.75
1978;940;1508;1;62.9895;550;34644.225
1978;535;1508;1;3.486;550;1917.3
1979;351;1694;1;6.195;550;3407.25
1979;352;1694;1;1.47;550;808.5
1979;679;1694;1;6.195;550;3407.25
1980;507;1624;2;22.1655;550;12191.025
1980;508;1624;2;29.2845;550;16106.475
1981;491;1548;2;19.9815;3;59.9445
1982;346;1598;4;41.244;3;123.732
1982;347;1598;4;36.9705;3;110.9115
1983;935;1658;5;31.4895;550;17319.225
1983;936;1658;5;48.2895;550;26559.225
1984;375;1536;4;43.344;3;130.032
1984;376;1536;4;39.0705;3;117.2115
1985;480;1568;2;11.6655;550;6416.025
1985;481;1568;2;11.088;550;6098.4
1985;482;1568;2;8.757;550;4816.35
1985;483;1568;2;9.6915;550;5330.325
1985;484;1568;2;6.8775;550;3782.625
1985;485;1568;2;7.8015;550;4290.825
1985;486;1568;2;8.757;550;4816.35
1985;487;1568;2;5.8065;550;3193.575
1985;488;1568;2;8.862;550;4874.1
1985;489;1568;2;10.4685;550;5757.675
1986;402;1648;5;47.4705;3;142.4115
1987;510;1646;2;23.079;550;12693.45
1987;511;1646;2;29.274;550;16100.7
1987;512;1646;2;34.9755;550;19236.525
1988;915;1672;5;30.4395;550;16741.725
1988;916;1672;5;40.9395;550;22516.725
1989;525;1600;1;2.3205;550;1276.275
1990;526;1522;1;3.6435;550;2003.925
1991;913;1570;4;40.9395;550;22516.725
1992;356;1516;1;3.6015;60;216.09
1992;357;1516;1;3.9795;60;238.77
1993;935;1506;5;31.4895;550;17319.225
1993;936;1506;5;48.2895;550;26559.225
1994;524;1626;2;12.9675;550;7132.125
1995;911;1542;2;21.0945;550;11601.975
1995;912;1542;2;30.4395;550;16741.725
1996;910;1610;4;40.9395;550;22516.725
1997;937;1638;5;62.9895;550;34644.225
1998;468;1582;5;47.5965;3;142.7895
1998;469;1582;5;43.323;3;129.969
1998;470;1582;5;41.223;3;123.669
1998;471;1582;5;45.4965;3;136.4895
1998;472;1582;5;41.223;3;123.669
1999;462;1510;5;47.6805;3;143.0415
2000;510;1526;2;23.4045;550;12872.475
2000;511;1526;2;27.867;550;15326.85
2001;527;1644;1;6.7515;550;3713.325
2002;938;1680;5;31.4895;550;17319.225
2002;939;1680;5;48.2895;550;26559.225
2003;494;1584;5;50.7465;60;3044.79
2003;495;1584;5;62.9265;60;3775.59
2003;496;1584;5;49.6545;60;2979.27
2004;523;1620;5;10.3845;550;5711.475
2005;437;1666;4;37.1805;3;111.5415
2006;490;1592;2;12.7155;3;38.1465
2006;491;1592;2;19.9395;3;59.8185
2007;528;1618;4;38.157;3;114.471
2008;505;1612;4;44.2155;3;132.6465
2009;938;1586;5;31.4895;550;17319.225
2009;939;1586;5;48.2895;550;26559.225
2010;358;1500;1;6.9825;60;418.95
2011;438;1656;5;47.6805;3;143.0415
2011;439;1656;5;45.5805;3;136.7415
2011;440;1656;5;49.854;3;149.562
2011;441;1656;5;45.5805;3;136.7415
2012;356;1572;1;3.381;60;202.86
2012;357;1572;1;4.3155;60;258.93
2013;377;1562;4;45.444;3;136.332
2013;378;1562;4;41.1705;3;123.5115
2013;379;1562;4;39.0705;3;117.2115
2014;490;1662;2;12.3585;3;37.0755
2015;513;1682;4;39.1965;550;21558.075
2016;414;1686;4;45.4755;3;136.4265
2016;415;1686;4;49.749;3;149.247
2016;416;1686;4;45.4755;3;136.4265
2016;417;1686;4;43.3755;3;130.1265
2017;931;1684;5;34.8705;550;19178.775
2017;932;1684;5;39.7635;550;21869.925
2017;933;1684;5;43.9845;550;24191.475
2017;934;1684;5;38.1465;550;20980.575
2018;422;1534;5;47.6805;3;143.0415
2018;423;1534;5;45.5805;3;136.7415
2018;424;1534;5;49.854;3;149.562
2018;425;1534;5;45.5805;3;136.7415
2018;426;1534;5;43.4805;3;130.4415
2019;344;1614;4;45.4755;3;136.4265
2019;345;1614;4;43.3755;3;130.1265
2019;346;1614;4;47.649;3;142.947
2019;347;1614;4;43.3755;3;130.1265
2019;348;1614;4;41.2755;3;123.8265
2020;931;1588;5;34.3455;550;18890.025
2020;932;1588;5;39.2385;550;21581.175
2021;348;1622;4;41.1705;3;123.5115
2021;349;1622;4;45.444;3;136.332
2022;928;1632;5;32.7705;550;18023.775
2022;929;1632;5;37.086;550;20397.3
2023;332;1608;5;10.815;550;5948.25
2024;948;1576;5;82.8345;550;45558.975
2024;907;1576;5;82.8345;550;45558.975
2025;325;1590;1;0.21;1250;262.5
2025;326;1590;1;0.21;1250;262.5
2026;320;1514;5;49.644;3;148.932
2026;321;1514;5;44.3205;3;132.9615
2026;322;1514;5;28.6965;60;1721.79
2027;930;1498;4;42.5145;550;23382.975
2027;921;1498;4;5.586;550;3072.3
2028;952;1674;2;15.7395;60;944.37
2029;923;1652;1;6.1845;550;3401.475
2030;317;1578;3;29.5785;550;16268.175
2030;318;1578;3;36.099;550;19854.45
2030;319;1578;3;48.5835;550;26720.925
2031;928;1538;5;32.2455;550;17735.025
2031;929;1538;5;36.561;550;20108.55
2032;319;1556;4;46.4205;550;25531.275
2033;361;1554;5;49.6965;3;149.0895
2033;362;1554;5;45.423;3;136.269
2033;363;1554;5;43.323;3;129.969
2034;2;1688;4;41.916;3;125.748
2035;1;1580;5;50.2635;3;150.7905
2036;370;1496;4;43.554;3;130.662
2036;371;1496;4;39.2805;3;117.8415
2036;372;1496;4;37.1805;3;111.5415
2036;373;1496;4;41.454;3;124.362
2037;530;1494;2;16.086;550;8847.3
2038;4;1650;5;57.0255;3;171.0765
2039;512;1654;4;37.086;550;20397.3
2040;513;1664;3;26.5965;550;14628.075
2041;319;1678;4;46.0635;550;25334.925
2042;408;1616;5;47.544;3;142.632
2042;409;1616;5;43.2705;3;129.8115
2043;424;1492;5;49.6965;3;149.0895
2043;425;1492;5;45.423;3;136.269
2043;426;1492;5;43.323;3;129.969
2044;320;1602;5;47.4705;3;142.4115
2044;321;1602;5;42.798;3;128.394
2045;448;1540;4;45.5805;3;136.7415
2045;449;1540;4;49.854;3;149.562
2045;450;1540;4;45.5805;3;136.7415
2045;451;1540;4;43.4805;3;130.4415
2045;452;1540;4;47.754;3;143.262
2045;453;1540;4;43.4805;3;130.4415
2045;454;1540;4;41.3805;3;124.1415
2045;455;1540;4;45.654;3;136.962
2045;456;1540;4;41.3805;3;124.1415
2045;457;1540;4;39.2805;3;117.8415
2045;458;1540;4;43.554;3;130.662
2045;459;1540;4;39.2805;3;117.8415
2045;460;1540;4;37.1805;3;111.5415
2045;461;1540;4;41.454;3;124.362
2046;941;1628;5;62.9895;550;34644.225
2047;320;1604;4;45.3705;3;136.1115
2047;321;1604;4;40.488;3;121.464
2047;322;1604;4;26.3655;60;1581.93
2048;504;1690;5;48.762;3;146.286
2049;497;1566;5;34.188;3;102.564
2050;323;1698;5;50.2635;3;150.7905
2051;523;1560;5;10.731;550;5902.05
2051;524;1560;5;14.1225;550;7767.375
2052;492;1692;5;50.2635;60;3015.81
2052;493;1692;5;57.1515;60;3429.09
2053;910;1696;4;40.9395;550;22516.725
2053;911;1696;4;21.0945;550;11601.975
2053;912;1696;4;30.4395;550;16741.725
2054;506;1504;1;9.198;60;551.88
2055;351;1544;1;5.775;550;3176.25
2055;352;1544;1;1.155;550;635.25
2055;679;1544;1;5.775;550;3176.25
2056;507;1530;2;23.394;550;12866.7
2056;508;1530;2;27.6465;550;15205.575
2057;355;1508;1;1.365;550;750.75
2057;940;1508;1;62.9895;550;34644.225
2057;535;1508;1;3.486;550;1917.3
2058;351;1694;1;6.195;550;3407.25
2058;352;1694;1;1.47;550;808.5
2058;679;1694;1;6.195;550;3407.25
2059;507;1624;2;22.1655;550;12191.025
2059;508;1624;2;29.2845;550;16106.475
2060;491;1548;2;19.9815;3;59.9445
2061;348;1598;5;34.8705;3;104.6115
2061;349;1598;5;39.144;3;117.432
2062;935;1658;5;31.4895;550;17319.225
2062;936;1658;5;48.2895;550;26559.225
2063;377;1536;4;36.9705;3;110.9115
2063;378;1536;4;41.244;3;123.732
2063;379;1536;4;36.9705;3;110.9115
2064;476;1568;2;15.8865;550;8737.575
2064;477;1568;2;11.6655;550;6416.025
2065;402;1648;5;47.4705;3;142.4115
2066;510;1646;2;23.079;550;12693.45
2066;511;1646;2;29.274;550;16100.7
2066;512;1646;2;34.9755;550;19236.525
2067;403;1672;4;45.3705;3;136.1115
2067;404;1672;4;49.644;3;148.932
2067;405;1672;4;45.3705;3;136.1115
2067;406;1672;4;43.2705;3;129.8115
2067;407;1672;4;47.544;3;142.632
2067;408;1672;4;43.2705;3;129.8115
2068;525;1600;1;2.3205;550;1276.275
2069;526;1522;1;3.6435;550;2003.925
2070;908;1570;2;21.0945;550;11601.975
2070;909;1570;2;30.4395;550;16741.725
2070;913;1570;2;40.9395;550;22516.725
2071;356;1516;1;3.6015;60;216.09
2071;357;1516;1;3.9795;60;238.77
2072;935;1506;5;31.4895;550;17319.225
2072;936;1506;5;48.2895;550;26559.225
2073;524;1626;2;12.9675;550;7132.125
2074;911;1542;2;21.0945;550;11601.975
2074;912;1542;2;30.4395;550;16741.725
2075;910;1610;4;40.9395;550;22516.725
2076;937;1638;5;62.9895;550;34644.225
2077;473;1582;4;39.123;3;117.369
2077;474;1582;4;43.3965;3;130.1895
2077;475;1582;4;39.123;3;117.369
2078;462;1510;5;47.6805;3;143.0415
2079;510;1526;2;23.4045;550;12872.475
2079;511;1526;2;27.867;550;15326.85
2080;527;1644;1;6.7515;550;3713.325
2081;509;1680;4;36.2775;550;19952.625
2082;492;1584;5;50.7465;60;3044.79
2082;493;1584;5;58.2645;60;3495.87
2083;523;1620;5;10.3845;550;5711.475
2084;422;1666;5;47.6805;3;143.0415
2084;423;1666;5;45.5805;3;136.7415
2085;490;1592;2;12.7155;3;38.1465
2085;491;1592;2;19.9395;3;59.8185
2086;528;1618;4;38.157;3;114.471
2087;505;1612;4;44.2155;3;132.6465
2088;938;1586;5;31.4895;550;17319.225
2088;939;1586;5;48.2895;550;26559.225
2089;358;1500;1;6.9825;60;418.95
2090;442;1656;4;43.4805;3;130.4415
2090;443;1656;4;47.754;3;143.262
2090;444;1656;4;43.4805;3;130.4415
2091;356;1572;1;3.381;60;202.86
2091;357;1572;1;4.3155;60;258.93
2092;380;1562;4;43.344;3;130.032
2092;381;1562;4;39.0705;3;117.2115
2093;490;1662;2;12.3585;3;37.0755
2094;513;1682;4;39.1965;550;21558.075
2095;418;1686;5;47.649;3;142.947
2095;419;1686;5;43.3755;3;130.1265
2095;420;1686;5;41.2755;3;123.8265
2095;421;1686;5;45.549;3;136.647
2096;931;1684;5;34.8705;550;19178.775
2096;932;1684;5;39.7635;550;21869.925
2096;933;1684;5;43.9845;550;24191.475
2096;934;1684;5;38.1465;550;20980.575
2097;427;1534;5;47.754;3;143.262
2097;428;1534;5;43.4805;3;130.4415
2097;429;1534;5;41.3805;3;124.1415
2097;430;1534;5;45.654;3;136.962
2097;431;1534;5;41.3805;3;124.1415
2097;432;1534;5;39.2805;3;117.8415
2098;349;1614;4;45.549;3;136.647
2099;931;1588;5;34.3455;550;18890.025
2099;932;1588;5;39.2385;550;21581.175
2100;341;1622;5;47.4705;3;142.4115
2100;342;1622;5;45.3705;3;136.1115
2100;343;1622;5;49.644;3;148.932
2101;930;1632;4;43.0395;550;23671.725
2102;332;1608;5;10.815;550;5948.25
2103;948;1576;5;82.8345;550;45558.975
2103;907;1576;5;82.8345;550;45558.975
2104;325;1590;1;0.21;1250;262.5
2104;326;1590;1;0.21;1250;262.5
2105;320;1514;5;49.644;3;148.932
2105;321;1514;5;44.3205;3;132.9615
2105;322;1514;5;28.6965;60;1721.79
2106;930;1498;4;42.5145;550;23382.975
2106;921;1498;4;5.586;550;3072.3
2107;952;1674;2;15.7395;60;944.37
2108;933;1652;4;43.4595;550;23902.725
2108;934;1652;4;37.6215;550;20691.825
2108;922;1652;4;6.531;550;3592.05
2108;923;1652;4;6.1845;550;3401.475
2109;317;1578;3;29.5785;550;16268.175
2109;318;1578;3;36.099;550;19854.45
2109;319;1578;3;48.5835;550;26720.925
2110;928;1538;5;32.2455;550;17735.025
2110;929;1538;5;36.561;550;20108.55
2111;319;1556;4;46.4205;550;25531.275
2112;364;1554;5;47.5965;3;142.7895
2112;365;1554;5;43.323;3;129.969
2113;2;1688;4;41.916;3;125.748
2114;1;1580;5;50.2635;3;150.7905
2115;374;1496;4;37.1805;3;111.5415
2116;530;1494;2;16.086;550;8847.3
2117;4;1650;5;57.0255;3;171.0765
2118;512;1654;4;37.086;550;20397.3
2119;513;1664;3;26.5965;550;14628.075
2120;317;1678;3;27.0585;550;14882.175
2120;318;1678;3;33.579;550;18468.45
2120;319;1678;3;46.0635;550;25334.925
2121;410;1616;4;41.1705;3;123.5115
2121;411;1616;4;45.444;3;136.332
2121;412;1616;4;41.1705;3;123.5115
2121;413;1616;4;39.0705;3;117.2115
2122;427;1492;5;47.5965;3;142.7895
2122;428;1492;5;43.323;3;129.969
2123;322;1602;5;25.4205;60;1525.23
2124;438;1540;4;41.223;3;123.669
2124;439;1540;4;45.4965;3;136.4895
2125;941;1628;5;62.9895;550;34644.225
2126;320;1604;4;45.3705;3;136.1115
2126;321;1604;4;40.488;3;121.464
2126;322;1604;4;26.3655;60;1581.93
2127;504;1690;5;48.762;3;146.286
2128;497;1566;5;34.188;3;102.564
2129;323;1698;5;50.2635;3;150.7905
2130;523;1560;5;10.731;550;5902.05
2130;524;1560;5;14.1225;550;7767.375
2131;494;1692;5;53.2035;60;3192.21
2131;495;1692;5;63.693;60;3821.58
2131;496;1692;5;48.909;60;2934.54
2132;913;1696;4;40.9395;550;22516.725
2132;914;1696;4;21.0945;550;11601.975
2133;506;1504;1;9.198;60;551.88
2134;351;1544;1;5.775;550;3176.25
2134;352;1544;1;1.155;550;635.25
2135;507;1530;2;23.394;550;12866.7
2135;508;1530;2;27.6465;550;15205.575
2136;355;1508;1;1.365;550;750.75
2136;940;1508;1;62.9895;550;34644.225
2136;535;1508;1;3.486;550;1917.3
2137;351;1694;1;6.195;550;3407.25
2137;352;1694;1;1.47;550;808.5
2137;679;1694;1;6.195;550;3407.25
2138;507;1624;2;22.1655;550;12191.025
2138;508;1624;2;29.2845;550;16106.475
2139;491;1548;2;19.9815;3;59.9445
2140;341;1598;4;41.1705;3;123.5115
2140;342;1598;4;39.0705;3;117.2115
2140;343;1598;4;43.344;3;130.032
2141;935;1658;5;31.4895;550;17319.225
2141;936;1658;5;48.2895;550;26559.225
2142;380;1536;4;43.218;3;129.654
2142;381;1536;4;47.4915;3;142.4745
2143;478;1568;2;11.088;550;6098.4
2143;479;1568;2;15.8865;550;8737.575
2143;480;1568;2;11.6655;550;6416.025
2144;402;1648;5;47.4705;3;142.4115
2145;510;1646;2;23.079;550;12693.45
2145;511;1646;2;29.274;550;16100.7
2145;512;1646;2;34.9755;550;19236.525
2146;409;1672;4;41.1705;3;123.5115
2146;914;1672;4;21.0945;550;11601.975
2146;915;1672;4;30.4395;550;16741.725
2146;916;1672;4;40.9395;550;22516.725
2147;525;1600;1;2.3205;550;1276.275
2148;526;1522;1;3.6435;550;2003.925
2149;908;1570;2;21.0945;550;11601.975
2149;909;1570;2;30.4395;550;16741.725
2149;913;1570;2;40.9395;550;22516.725
2150;356;1516;1;3.6015;60;216.09
2150;357;1516;1;3.9795;60;238.77
2151;935;1506;5;31.4895;550;17319.225
2151;936;1506;5;48.2895;550;26559.225
2152;524;1626;2;12.9675;550;7132.125
2153;911;1542;2;21.0945;550;11601.975
2153;912;1542;2;30.4395;550;16741.725
2154;910;1610;4;40.9395;550;22516.725
2155;937;1638;5;62.9895;550;34644.225
2156;463;1582;5;47.523;3;142.569
2156;464;1582;5;45.423;3;136.269
2156;465;1582;5;49.6965;3;149.0895
2156;466;1582;5;45.423;3;136.269
2157;462;1510;5;47.6805;3;143.0415
2158;510;1526;2;23.4045;550;12872.475
2158;511;1526;2;27.867;550;15326.85
2159;527;1644;1;6.7515;550;3713.325
2160;938;1680;5;31.4895;550;17319.225
2160;939;1680;5;48.2895;550;26559.225
2160;509;1680;5;36.2775;550;19952.625
2161;494;1584;5;50.7465;60;3044.79
2161;495;1584;5;62.9265;60;3775.59
2161;496;1584;5;49.6545;60;2979.27
2162;523;1620;5;10.3845;550;5711.475
2163;424;1666;5;49.854;3;149.562
2163;425;1666;5;45.5805;3;136.7415
2163;426;1666;5;43.4805;3;130.4415
2164;490;1592;2;12.7155;3;38.1465
2164;491;1592;2;19.9395;3;59.8185
2165;528;1618;4;38.157;3;114.471
2166;505;1612;4;44.2155;3;132.6465
2167;938;1586;5;31.4895;550;17319.225
2167;939;1586;5;48.2895;550;26559.225
2168;358;1500;1;6.9825;60;418.95
2169;445;1656;4;41.3805;3;124.1415
2169;446;1656;4;45.654;3;136.962
2169;447;1656;4;41.3805;3;124.1415
2169;448;1656;4;39.2805;3;117.8415
2169;449;1656;4;43.554;3;130.662
2170;356;1572;1;3.381;60;202.86
2170;357;1572;1;4.3155;60;258.93
2171;382;1562;4;36.9705;3;110.9115
2171;383;1562;4;41.244;3;123.732
2171;384;1562;4;36.9705;3;110.9115
2171;385;1562;4;43.218;3;129.654
2172;490;1662;2;12.3585;3;37.0755
2173;513;1682;4;39.1965;550;21558.075
2174;403;1686;4;45.444;3;136.332
2174;404;1686;4;41.1705;3;123.5115
2175;931;1684;5;34.8705;550;19178.775
2175;932;1684;5;39.7635;550;21869.925
2175;933;1684;5;43.9845;550;24191.475
2175;934;1684;5;38.1465;550;20980.575
2176;433;1534;4;43.554;3;130.662
2176;434;1534;4;39.2805;3;117.8415
2176;435;1534;4;37.1805;3;111.5415
2176;436;1534;4;41.454;3;124.362
2177;341;1614;5;47.5755;3;142.7265
2177;342;1614;5;45.4755;3;136.4265
2177;343;1614;5;49.749;3;149.247
2177;344;1614;5;45.4755;3;136.4265
2177;345;1614;5;43.3755;3;130.1265
2177;346;1614;5;47.649;3;142.947
2178;931;1588;5;34.3455;550;18890.025
2178;932;1588;5;39.2385;550;21581.175
2179;344;1622;4;45.3705;3;136.1115
2179;345;1622;4;43.2705;3;129.8115
2179;346;1622;4;47.544;3;142.632
2179;347;1622;4;43.2705;3;129.8115
2179;348;1622;4;41.1705;3;123.5115
2180;928;1632;5;32.7705;550;18023.775
2180;929;1632;5;37.086;550;20397.3
2180;930;1632;5;43.0395;550;23671.725
2181;332;1608;5;10.815;550;5948.25
2182;948;1576;5;82.8345;550;45558.975
2182;907;1576;5;82.8345;550;45558.975
2183;325;1590;1;0.21;1250;262.5
2183;326;1590;1;0.21;1250;262.5
2184;320;1514;5;49.644;3;148.932
2184;321;1514;5;44.3205;3;132.9615
2185;930;1498;4;42.5145;550;23382.975
2185;921;1498;4;5.586;550;3072.3
2186;952;1674;2;15.7395;60;944.37
2187;933;1652;4;43.4595;550;23902.725
2187;934;1652;4;37.6215;550;20691.825
2187;922;1652;4;6.531;550;3592.05
2187;923;1652;4;6.1845;550;3401.475
2188;317;1578;3;29.5785;550;16268.175
2188;318;1578;3;36.099;550;19854.45
2188;319;1578;3;48.5835;550;26720.925
2189;928;1538;5;32.2455;550;17735.025
2189;929;1538;5;36.561;550;20108.55
2190;319;1556;4;46.4205;550;25531.275
2191;366;1554;4;41.223;3;123.669
